fid;area;MNH_max;genus;species;height;numero;classe;conifere;Intensity_mean;Intensity_stdev;Nbreturns_mean;Nbreturns_stdev
3554;75.6000000013271;10.4301872253418;Melia;azedarach;10.46;9;Feuillu;2;1387.51746031746;681.208359117176;1.77619047619048;0.792934597484648
12188;55.3200000003166;10.4615497589111;Melia;azedarach;10.8;9;Feuillu;2;1454.39913232104;717.867784449253;1.70498915401302;0.6117880192552
932;16.6799999996368;10.4670104980469;Melia;azedarach;11.19;9;Feuillu;2;1060.448441247;646.979440185505;2.59952038369305;0.96723282528744
5496;44.359999999064;10.4735107421875;Melia;azedarach;10.79;9;Feuillu;2;1454.74368231047;854.338498512922;1.86101083032491;0.731323208480189
16697;91.5599999991107;10.5053768157959;Melia;azedarach;10.68;9;Feuillu;2;1229.66959192628;608.195648976774;1.91970162351909;0.808116298152721
2353;46.4400000012852;10.5427780151367;Melia;azedarach;8.47;9;Feuillu;2;1613.97243755383;716.295092134775;1.68992248062015;0.774469946282257
19823;37.2800000002421;10.5458374023438;Melia;azedarach;10.75;9;Feuillu;2;1237.37231759657;770.016312885136;2.41630901287554;0.977467222266541
20452;72.6000000000001;10.5505981445312;Melia;azedarach;11.0;9;Feuillu;2;1681.86115702479;863.337916219445;1.65179063360882;0.685115936154522
20447;78.1999999999303;10.5767822265625;Melia;azedarach;9.39;9;Feuillu;2;1529.42248459959;862.94437687767;1.79363449691992;0.741495612397145
17082;89.5200000001073;10.5836944580078;Melia;azedarach;11.12;9;Feuillu;2;1337.61260053619;762.441790545294;1.92716711349419;0.812966918014071
5524;29.7600000003912;10.5862884521484;Melia;azedarach;10.73;9;Feuillu;2;1136.0685483871;602.88761847974;2.13306451612903;0.940306096426825
3469;27.2800000001723;10.5920715332031;Melia;azedarach;11.44;9;Feuillu;2;1283.01468428781;656.412078065885;1.86930983847283;0.775324834225586
3269;57.2;10.6116218566895;Melia;azedarach;11.31;9;Feuillu;2;1496.44506648006;722.941465920623;1.6074177746676;0.712166276841452
9582;58.9199999993388;10.6238479614258;Melia;azedarach;10.57;9;Feuillu;2;1293.5967413442;788.946988903331;1.94772572980312;0.830909529222919
3464;48.0800000000559;10.6519889831543;Melia;azedarach;11.73;9;Feuillu;2;1407.67806505421;751.217651379443;1.86572143452877;0.763743224013231
3272;97.7200000006192;10.7143020629883;Melia;azedarach;11.44;9;Feuillu;2;1439.41745186399;726.32225934705;1.72265464973372;0.822969413414428
5305;37.799999998929;10.7253112792969;Melia;azedarach;11.72;9;Feuillu;2;1805.60763520679;759.621870285849;1.33510074231177;0.496123002217442
9603;19.2800000004284;10.7500686645508;Melia;azedarach;10.39;9;Feuillu;2;1526.73443983402;873.244313306769;2.14315352697095;0.891549081549195
17086;28.5599999989709;10.7577209472656;Melia;azedarach;10.94;9;Feuillu;2;1235.61484593838;638.37231424955;1.92156862745098;0.797060287828425
5532;52.0799999994505;10.7634582519531;Melia;azedarach;10.75;9;Feuillu;2;1207.69738863287;636.585011434243;2.13901689708141;0.832259496278732
16370;112.360000001695;10.7945785522461;Melia;azedarach;10.77;9;Feuillu;2;1304.36739053044;650.222377507186;1.80740477038092;0.70314504300641
20409;45.3600000010664;10.9221954345703;Melia;azedarach;11.11;9;Feuillu;2;1401.95590828924;814.750287858569;2.04938271604938;0.893457785643907
5311;44.8799999998929;10.970458984375;Melia;azedarach;13.2;9;Feuillu;2;1706.50987432675;761.843293088454;1.43447037701975;0.57296696832239
3556;66.8000000006752;10.9847145080566;Melia;azedarach;11.0;9;Feuillu;2;1355.80889423077;713.857628297538;1.77764423076923;0.727931888961274
20148;109.319999999665;10.9908981323242;Melia;azedarach;7.97;8;Conifère;1;1200.77789974387;653.973047227663;1.87156970362239;0.841200544247736
20338;34.4000000006054;11.0151519775391;Melia;azedarach;13.09;9;Feuillu;2;1259.65774155995;743.443674751073;1.77997671711292;0.751727230777781
9138;54.4800000005914;11.0847511291504;Melia;azedarach;11.76;9;Feuillu;2;1584.50404114622;789.006345131757;1.58119030124908;0.712684729503785
13122;32.0400000005402;11.1191253662109;Melia;azedarach;11.72;9;Feuillu;2;1500.3570536829;677.742779938385;1.61922596754057;0.745242019775988
3472;33.7600000000186;11.1303215026855;Melia;azedarach;12.58;9;Feuillu;2;1447.90747330961;1115.00297558658;1.91103202846975;0.793155329174791
12165;39.400000000326;11.1317138671875;Melia;azedarach;11.59;9;Feuillu;2;1461.97664974619;705.363606751069;1.69543147208122;0.75173534711756
12193;58.6399999989569;11.1524124145508;Melia;azedarach;11.74;9;Feuillu;2;1188.44542974079;606.614725950241;2.06275579809004;0.856014140726628
4048;104.960000001159;11.3312530517578;Melia;azedarach;11.54;9;Feuillu;2;1377.80830792683;765.780620216965;1.99504573170732;0.847102214932033
12170;48.8800000002887;11.3741722106934;Melia;azedarach;11.58;9;Feuillu;2;2496.65630114566;7457.49601166715;1.60965630114566;0.682254647449199
2346;101.159999999669;11.4789619445801;Melia;azedarach;10.3;9;Feuillu;2;1288.61787974684;706.813219712296;2.16376582278481;0.933763852643063
2344;60.3999999979278;11.5232009887695;Melia;azedarach;10.35;9;Feuillu;2;1612.41986754967;768.455642208688;1.67682119205298;0.809009181310659
1937;54.2800000003586;11.5384368896484;Melia;azedarach;10.54;9;Feuillu;2;1710.43551952837;1000.89856887651;1.83714075165807;0.822942984401631
5487;56.6000000004191;11.6136169433594;Melia;azedarach;12.19;9;Feuillu;2;1331.10455192034;797.258558336817;1.92247510668563;0.875032934405065
3458;39.6800000009173;11.6372032165527;Melia;azedarach;12.4;9;Feuillu;2;1402.4939516129;845.096738809994;1.89616935483871;0.762202773606296
20337;40.760000000624;11.6465873718262;Melia;azedarach;13.7;9;Feuillu;2;1171.77482792527;629.375834019689;2.06293018682399;0.796978356994385
12230;84.6800000005215;11.6813297271729;Melia;azedarach;12.4;9;Feuillu;2;1382.71610769957;582.256178281733;1.53235710911667;0.667426029588222
3482;33.6799999988917;11.8362464904785;Melia;azedarach;12.55;9;Feuillu;2;1392.89548693587;708.798447009582;2.01543942992874;0.872378521248674
3474;44.5200000009919;11.8609771728516;Melia;azedarach;12.72;9;Feuillu;2;1411.5265049416;783.646844490933;1.97394429469901;0.829728619370558
3465;66.2000000013272;11.863353729248;Melia;azedarach;12.58;9;Feuillu;2;1457.9836858006;730.998216057237;1.76374622356495;0.747452783588494
20311;59.2400000004937;11.8972396850586;Melia;azedarach;12.72;9;Feuillu;2;1403.41458474004;1380.39955205927;1.82579338284943;0.829509219614519
20312;29.0799999997299;11.902473449707;Melia;azedarach;12.54;9;Feuillu;2;1320.60385144429;687.443586690575;1.81843191196699;0.767311005615886
5488;45.8400000008196;12.0;Melia;azedarach;12.2;9;Feuillu;2;1385.44454148472;740.353190072813;1.79301310043668;0.760340135793921
10699;85.8000000004889;12.0366153717041;Melia;azedarach;12.93;9;Feuillu;2;1496.62155856276;707.783254838756;1.69155389640691;0.7232932427704
4045;113.879999998729;12.2625274658203;Melia;azedarach;12.95;9;Feuillu;2;1453.75123152709;747.464103417347;1.83004926108374;0.77271234930762
12160;25.3600000007637;12.3138942718506;Melia;azedarach;13.11;9;Feuillu;2;930.98738170347;441.833875277073;2.38643533123028;0.905924544605269
16704;50.3200000009453;12.3210868835449;Melia;azedarach;10.06;9;Feuillu;2;1138.9666136725;610.241886023641;2.05643879173291;0.796950091386741
3468;34.9599999994598;12.3730735778809;Melia;azedarach;13.72;9;Feuillu;2;1468.5652173913;711.152936963118;1.70137299771167;0.775082746304362
9134;58.7600000009499;12.395191192627;Melia;azedarach;12.58;9;Feuillu;2;1587.95569188821;774.471349092891;1.62440354464894;0.758521843623489
6490;85.1200000008522;12.529296875;Melia;azedarach;12.6;9;Feuillu;2;1518.13311382879;1001.24136716342;1.77516462841016;0.776091678661557
5492;51.6800000005681;12.5868530273438;Melia;azedarach;12.8;9;Feuillu;2;1314.86614785992;733.712178101005;1.94785992217899;0.864116748302722
10513;14.079999999404;12.593132019043;Melia;azedarach;12.73;9;Feuillu;2;1470.13636363636;784.168779400696;1.75852272727273;0.731736787893159
18436;142.839999999888;12.6213521957397;Melia;azedarach;12.77;9;Feuillu;2;1637.07700924111;867.463199264693;1.98599831979838;0.90415821443284
3459;55.9999999994645;12.6252059936523;Melia;azedarach;13.36;9;Feuillu;2;1354.97214285714;700.444298750836;1.91214285714286;0.835888565466449
10403;117.479999999288;12.6385116577148;Melia;azedarach;9.2;9;Feuillu;2;1340.4759959142;594.737271733843;1.80660537963909;0.797969814082133
20446;57.1200000009686;12.7581024169922;Melia;azedarach;9.09;9;Feuillu;2;1405.04971988796;785.392226348468;1.98949579831933;0.811697756052846
20435;27.6000000014435;12.9433517456055;Melia;azedarach;10.0;8;Conifère;1;1077.5652173913;563.53222914304;2.02028985507246;0.778065179294396
5547;101.120000000293;12.9763946533203;Melia;azedarach;9.52;9;Feuillu;2;1396.05696202532;735.538846491717;1.92444620253165;0.805088942891785
17829;67.9200000006659;13.0212831497192;Melia;azedarach;13.32;9;Feuillu;2;1294.21554770318;783.035499268813;2.37043580683157;1.07218716763442
4054;26.5200000009919;13.049560546875;Melia;azedarach;13.54;9;Feuillu;2;1393.88536953243;688.360080725325;1.87330316742081;0.754431319259854
2347;88.2799999994039;13.3696327209473;Melia;azedarach;12.34;9;Feuillu;2;1263.73991844132;705.163699181288;2.21205256003625;0.978879685205179
17101;82.4399999978393;13.429443359375;Melia;azedarach;13.26;9;Feuillu;2;1065.78554099951;570.803855828587;2.33818534691897;0.950314642651354
20437;30.0799999985891;13.4413681030273;Melia;azedarach;12.2;9;Feuillu;2;1693.94414893617;768.382323987758;1.49601063829787;0.650274115599521
15234;56.9599999989243;15.3160839080811;Metasequoia;glyptostroboides;16.16;9;Feuillu;2;1142.67415730337;672.467458178969;2.40589887640449;1.02064037559312
18435;116.48000000129;20.7989292144775;Metasequoia;glyptostroboides;21.27;9;Feuillu;2;1140.05769230769;629.342265866249;2.55872252747253;1.0587090495412
15381;149.919999999734;24.7556743621826;Metasequoia;glyptostroboides;25.6;9;Feuillu;2;1043.79919786096;565.822708055473;2.52807486631016;1.10444557909199
13826;6.04000000047032;5.00457763671875;Morus;alba;5.8;9;Feuillu;2;1938.47682119205;1220.55981529287;1.86092715231788;0.58727945105683
15147;54.5600000008335;5.04064178466797;Morus;alba;5.93;9;Feuillu;2;2823.47214076246;540.853497559278;1.06818181818182;0.294946551782569
21898;48.3600000006473;5.06676769256592;Morus;alba;6.07;9;Feuillu;2;2792.63358147229;528.399184168656;1.05045492142266;0.233508589139673
21584;7.9600000000652;5.32224273681641;Morus;alba;6.35;9;Feuillu;2;1788.31155778894;1283.76411577119;1.99497487437186;0.630047357533969
21244;29.119999999688;5.33393287658691;Morus;alba;6.6;9;Feuillu;2;1396.16895604396;652.475725010962;1.76373626373626;0.636959895491984
19681;49.1600000007404;5.44288635253906;Morus;alba;5.8;9;Feuillu;2;2077.54271765663;958.611060006731;1.63954434499593;0.66733512076908
12046;14.7199999998976;5.49226379394531;Morus;alba;5.8;9;Feuillu;2;1846.84510869565;960.129186522851;1.76630434782609;0.740707237523859
5329;46.7200000008754;5.49298095703125;Morus;alba;5.56;9;Feuillu;2;1906.07876712329;914.025740188561;1.64297945205479;0.693735688181916
21977;52.4;5.52934169769287;Morus;alba;6.94;9;Feuillu;2;1811.37328244275;885.67958315578;1.76641221374046;0.714368421959968
13051;46.2000000002328;5.53251647949219;Morus;indica;6.9;9;Feuillu;2;1573.00353045013;910.410438649132;1.31950573698147;0.526725235078077
10156;28.0800000006146;5.67373657226562;Morus;alba;6.32;9;Feuillu;2;1858.95851216023;991.279553297251;1.7653791130186;0.680320313491058
12114;20.8400000005169;5.67935180664062;Morus;alba;5.13;9;Feuillu;2;2018.47984644914;854.13111279662;1.57197696737044;0.618882132170097
18462;44.1600000011828;5.68386840820312;Morus;alba;6.47;9;Feuillu;2;1323.15760869565;646.475461453061;1.86322463768116;0.640105092346603
17911;23.2800000000093;5.69438171386719;Morus;indica;5.32;9;Feuillu;2;1695.75820379965;847.376479704685;1.4594127806563;0.566472892316635
6240;18.1600000007404;5.74589920043945;Morus;alba;6.13;9;Feuillu;2;1408.27753303965;630.619349834037;1.84140969162996;0.687492887904512
16901;19.7200000005495;5.79084968566895;Morus;alba;7.2;9;Feuillu;2;1642.81338742394;727.621804600931;1.49492900608519;0.638896936260227
5321;35.7600000001118;5.84098815917969;Morus;alba;6.3;9;Feuillu;2;1674.74720357942;860.105801506561;1.7337807606264;0.72247386104848
7072;28.8800000001024;5.84397506713867;Morus;alba;7.32;9;Feuillu;2;1576.17313019391;782.693073857992;1.75346260387812;0.706240822253311
14636;16.6799999998463;5.85594940185547;Morus;alba;6.36;9;Feuillu;2;1745.76498800959;809.632197290392;1.43645083932854;0.555258159851822
21240;29.040000000936;5.92992353439331;Morus;alba;5.91;9;Feuillu;2;1303.12121212121;571.928475335779;1.79614325068871;0.62305255948109
5326;31.9599999993667;5.93510437011719;Morus;alba;5.86;9;Feuillu;2;1147.73341677096;652.885832408634;2.45556946182728;0.802197167308404
10121;32.4400000004703;6.01852798461914;Morus;alba;6.18;9;Feuillu;2;1709.00123304562;801.014097542674;1.78421701602959;0.80169208983963
5362;21.3599999992503;6.01922607421875;Morus;alba;6.6;9;Feuillu;2;1745.89138576779;887.627042867197;1.74719101123595;0.717453343844293
19805;8.72000000027008;6.02158355712891;Morus;alba;6.27;9;Feuillu;2;1327.48165137615;646.585826719627;1.55504587155963;0.690165016636876
16588;21.9600000012526;6.10565948486328;Morus;alba;6.46;9;Feuillu;2;1780.58287795993;776.264326799852;1.45537340619308;0.612791172308519
7169;47.5600000002515;6.14054870605469;Morus;alba;6.93;9;Feuillu;2;1872.56602186712;932.300840887929;1.54247266610597;0.643989569391453
16593;19.2000000006053;6.1868896484375;Morus;alba;5.94;9;Feuillu;2;1623.80208333333;699.762266472689;1.63333333333333;0.679256129077161
12048;22.8799999999628;6.18897247314453;Morus;alba;5.94;9;Feuillu;2;1720.91608391608;757.637321638731;1.67132867132867;0.70489024862352
21222;22.3600000005309;6.28457641601562;Morus;alba;5.99;9;Feuillu;2;1876.61001788909;958.09066330516;1.8175313059034;0.68119146539442
21386;21.7600000007171;6.32760620117188;Morus;alba;6.4;9;Feuillu;2;1897.15625;812.719332068759;1.57352941176471;0.67390819043468
13064;30.9999999992549;6.33444213867188;Morus;nigra;6.0;9;Feuillu;2;1871.71096774194;850.893829286838;1.48903225806452;0.617650881860165
4411;51.3999999979045;6.38565826416016;Morus;alba;6.68;9;Feuillu;2;2067.89182879377;929.696252628314;1.46536964980545;0.596819683785943
17351;12.3600000005308;6.40402221679688;Morus;alba;6.67;9;Feuillu;2;1499.15210355987;760.493056403947;1.78640776699029;0.754496580104582
7129;50.2800000006612;6.43636322021484;Morus;alba;7.09;9;Feuillu;2;1425.2966507177;663.322546243988;1.85326953748006;0.691138714877707
7114;15.3600000008801;6.46251678466797;Morus;alba;7.34;9;Feuillu;2;1408.95572916667;666.796934370522;2.01302083333333;0.778846128084772
21193;39.6399999999115;6.47591400146484;Morus;indica;5.79;9;Feuillu;2;1862.71356275304;861.885543573455;1.51214574898785;0.657296520300643
1700;39.2799999992875;6.48152160644531;Morus;alba;7.28;9;Feuillu;2;1748.22606924644;831.570681409503;1.77596741344196;0.698203127964502
1707;10.5999999996275;6.52718353271484;Morus;alba;7.6;9;Feuillu;2;1661.28301886792;816.30701719109;1.60377358490566;0.765768146632245
13050;56.4800000000326;6.64150238037109;Morus;indica;6.06;9;Feuillu;2;1718.25710227273;814.699154478212;1.49502840909091;0.621561678071836
21580;6.35999999957625;6.64154052734375;Morus;alba;8.49;9;Feuillu;2;2063.45911949686;1533.0315784927;1.9685534591195;0.812027384733555
13835;20.8399999998882;6.68749237060547;Morus;alba;8.19;9;Feuillu;2;1434.6932038835;866.737715252539;1.90873786407767;0.633545547226853
20488;34.5199999988731;6.75711059570312;Morus;alba;6.96;9;Feuillu;2;1766.35110081112;976.727568113744;2.0648899188876;0.817229134535753
10229;44.6399999992363;6.76923370361328;Morus;alba;7.57;9;Feuillu;2;1559.99372759857;746.777769285488;1.65232974910394;0.696319009985338
6161;7.99999999976717;6.82016372680664;Morus;alba;7.19;9;Feuillu;2;1425.305;940.094725001157;2.17;0.860871651293036
10242;28.5999999990687;6.8216552734375;Morus;alba;7.7;9;Feuillu;2;1669.1034965035;708.030259261378;1.66293706293706;0.69339322960648
21843;97.7599999986216;6.822922706604;Morus;alba;7.06;9;Feuillu;2;1868.14525368249;680.468617841409;1.37929623567921;0.623920471795037
17370;47.7200000003166;6.83181762695312;Morus;alba;5.8;9;Feuillu;2;1739.41240569992;903.430242890386;1.59513830678961;0.671196278601518
13048;36.5600000000885;6.83952331542969;Morus;indica;5.79;9;Feuillu;2;1662.21225382932;764.762534347589;1.70240700218818;0.77081239972811
17352;23.2799999994272;6.86874389648438;Morus;alba;7.54;9;Feuillu;2;1688.15807560137;782.5988134716;1.56013745704467;0.635970980182877
10094;66.3600000013225;6.94509887695312;Morus;alba;7.3;9;Feuillu;2;1685.60096443641;1159.12100976271;1.80530440024111;0.752777986108807
17341;33.8399999997718;6.96568298339844;Morus;alba;7.2;9;Feuillu;2;1756.26359338061;834.5585080339;1.54964539007092;0.666147753380992
17340;13.1199999991758;6.97903442382812;Morus;alba;7.15;9;Feuillu;2;1755.20426829268;821.410775764938;1.4390243902439;0.621712053489313
20882;15.9599999994598;6.98218154907227;Morus;alba;7.4;9;Feuillu;2;1788.4686716792;769.41965135791;1.64912280701754;0.634981090205398
13046;66.3199999997112;6.99546051025391;Morus;indica;6.64;9;Feuillu;2;1734.47384428224;854.513473316757;1.50121654501217;0.644553055746955
10237;15.400000000163;7.03236389160156;Morus;alba;7.78;9;Feuillu;2;1624.97142857143;779.596313594855;1.75064935064935;0.796196049834655
10151;36.6399999994691;7.0413703918457;Morus;alba;6.32;9;Feuillu;2;1718.84388646288;799.483529162102;1.69868995633188;0.732017631051239
12076;29.6799999995203;7.04402160644531;Morus;alba;8.29;9;Feuillu;2;1292.84501347709;541.3863221708;1.59973045822102;0.717625564105881
10162;29.4400000021001;7.07414245605469;Morus;alba;7.67;9;Feuillu;2;1623.59510869565;775.869445103776;1.8125;0.689719736717307
16660;34.640000000773;7.08898544311523;Morus;alba;7.46;9;Feuillu;2;1564.12586605081;839.613801906408;1.3729792147806;0.579208380721279
16632;68.0799999996833;7.10843658447266;Morus;alba;7.98;9;Feuillu;2;1763.50587544066;784.868440270006;1.737955346651;0.747549103357671
18128;23.920000000922;7.1526985168457;Morus;alba;8.33;9;Feuillu;2;1587.43143812709;861.803226080766;1.6505016722408;0.760604900861541
10155;25.2799999997998;7.15607070922852;Morus;alba;6.34;9;Feuillu;2;1580.88244766506;780.762312175618;1.75201288244767;0.722103279574248
4412;30.4000000007683;7.15707397460938;Morus;alba;8.57;9;Feuillu;2;1573.63026315789;772.40644732784;1.91184210526316;0.811993502901013
9902;28.5199999994552;7.1644401550293;Morus;alba;7.98;9;Feuillu;2;1512.52734922861;821.988982529989;1.63955119214586;0.696982734227573
10225;29.1200000001304;7.19840240478516;Morus;alba;7.51;9;Feuillu;2;1312.60027472527;540.838455040388;1.71291208791209;0.734733474115443
7107;53.3600000010664;7.22505187988281;Morus;alba;7.97;9;Feuillu;2;1406.99399849962;740.346592639757;1.93323330832708;0.773267617990742
17358;29.9999999979977;7.24794006347656;Morus;alba;6.72;9;Feuillu;2;1789.07733333333;797.692383077309;1.54666666666667;0.671184690594841
17528;34.5600000001816;7.27722930908203;Morus;alba;7.83;9;Feuillu;2;1250.70486111111;657.088231627257;2.19212962962963;0.78329379442285
9172;32.7600000005541;7.31504058837891;Morus;alba;6.51;9;Feuillu;2;1587.18192918193;804.284793573044;1.94627594627595;0.822186356568953
10102;51.8400000005634;7.31577682495117;Morus;alba;7.4;9;Feuillu;2;1741.11651234568;746.693032048685;1.74691358024691;0.724881671016768
7131;31.0000000013038;7.45389556884766;Morus;alba;7.6;9;Feuillu;2;1582.62193548387;1135.47556285524;2.04774193548387;0.764733601844331
16587;42.8000000005821;7.47435760498047;Morus;alba;7.54;9;Feuillu;2;1397.6785046729;1010.12428096541;2.17570093457944;0.894932892748101
10132;66.8400000013318;7.48329544067383;Morus;alba;7.14;9;Feuillu;2;1720.98016826923;841.137385430706;1.72836538461538;0.740817649338217
1354;21.519999999362;7.48773193359375;Morus;alba;8.95;9;Feuillu;2;1686.96468401487;704.47845974151;1.60966542750929;0.749262015825335
20824;66.2399999999115;7.50057983398438;Morus;nigra;7.64;9;Feuillu;2;1820.00603864734;772.605788270976;1.57306763285024;0.719449776518868
17347;28.8800000004051;7.50669860839844;Morus;alba;6.96;9;Feuillu;2;1942.36703601108;933.362039990131;1.61080332409972;0.635552995050795
10096;73.9999999992782;7.55614471435547;Morus;alba;7.38;9;Feuillu;2;1699.39567567568;751.316333264458;1.6827027027027;0.671724881941795
1698;30.4800000003586;7.5638427734375;Morus;alba;8.31;9;Feuillu;2;1467.50787401575;869.075079629192;1.75853018372703;0.743801643087417
16585;29.8799999988917;7.58571624755859;Morus;alba;7.7;9;Feuillu;2;1238.27322404372;718.262280811924;1.66393442622951;0.742289940896287
17339;34.0000000009546;7.5872802734375;Morus;alba;6.88;9;Feuillu;2;1617.38470588235;764.622231371327;1.70352941176471;0.760254919913445
13063;64.2399999987707;7.62084197998047;Morus;nigra;6.87;9;Feuillu;2;1799.96948941469;690.586552678473;1.49626400996264;0.68039508706924
10232;40.5200000000372;7.62238311767578;Morus;alba;8.2;9;Feuillu;2;1432.90128331688;724.446559451296;1.84205330700888;0.781529450156811
7138;69.2400000006565;7.63949584960938;Morus;alba;6.67;9;Feuillu;2;1802.22511574074;836.504766398353;1.90798611111111;0.779649208744542
18278;56.4799999991013;7.64190673828125;Morus;alba;9.09;9;Feuillu;2;1920.71104815864;1061.38717297432;1.60127478753541;0.711359521796832
16601;42.9199999999674;7.64545440673828;Morus;alba;5.63;9;Feuillu;2;1544.98508853681;782.889873076488;1.62907735321528;0.703057353752254
21908;70.3599999991339;7.74515533447266;Morus;nigra;8.0;9;Feuillu;2;1417.23877202956;707.02870960094;1.7896532120523;0.821876722191716
20487;58.4399999974435;7.75787353515625;Morus;alba;7.6;9;Feuillu;2;1837.71115674196;911.22154705014;1.8952772073922;0.782674040375535
2333;12.0800000000326;7.8425350189209;Morus;alba;8.9;9;Feuillu;2;1716.18874172185;789.588828034373;1.55298013245033;0.687283543000597
17362;50.2399999995623;7.89260864257812;Morus;alba;6.78;9;Feuillu;2;1754.27468152866;780.782924191669;1.62579617834395;0.699251307884188
16657;67.8400000002841;7.91188430786133;Morus;alba;7.84;9;Feuillu;2;1782.50471698113;852.739739696113;1.4310141509434;0.578673996425777
10127;56.2399999988638;7.95862197875977;Morus;alba;8.08;9;Feuillu;2;1736.26884779516;768.15065940509;1.7375533428165;0.720635281364796
18269;71.7199999992456;7.96808242797852;Morus;alba;9.09;9;Feuillu;2;1937.09704406023;924.636583503428;1.61851645287228;0.726006908439102
17348;31.8399999993993;7.97650146484375;Morus;alba;7.27;9;Feuillu;2;1742.358040201;806.273441837969;1.58291457286432;0.710233557549939
21245;67.8799999999395;7.99391794204712;Morus;alba;7.93;9;Feuillu;2;1714.32586918091;734.116091196194;1.50265173836181;0.662239405025311
8547;111.040000001215;8.04630661010742;Morus;alba;7.93;9;Feuillu;2;2096.22910662824;937.839076488668;1.55259365994236;0.679125063724508
10104;32.3599999997392;8.05425643920898;Morus;alba;8.52;9;Feuillu;2;1757.66131025958;794.735077407601;1.81211372064277;0.755238226103356
21217;23.3600000006938;8.07408142089844;Morus;alba;8.15;9;Feuillu;2;1845.84075342466;827.58309621897;1.81335616438356;0.800958139755181
16652;58.0800000011269;8.10160827636719;Morus;alba;8.85;9;Feuillu;2;952.535862068966;474.537837330954;2.20758620689655;0.997416162486378
3775;79.7200000001072;8.16519165039062;Morus;alba;7.18;9;Feuillu;2;1656.21536144578;984.41518238506;1.76004016064257;0.728541480734053
10142;84.4800000004517;8.21308135986328;Morus;alba;8.66;9;Feuillu;2;1709.56060606061;783.695524012488;1.85558712121212;0.764677737123519
16236;55.9999999989057;8.22857666015625;Morus;alba;7.55;9;Feuillu;2;1426.17714285714;790.028431707444;1.82642857142857;0.77865366538163
17360;50.5200000006426;8.22877502441406;Morus;alba;8.22;9;Feuillu;2;1892.0657165479;885.575852368012;1.47901821060966;0.647300247884588
7152;29.4800000000326;8.24147033691406;Morus;alba;9.34;9;Feuillu;2;1533.05177111717;705.877913999539;1.88692098092643;0.811711316162314
15141;109.719999999595;8.28732967376709;Morus;alba;7.07;9;Feuillu;2;2439.03318745441;884.687567803344;1.26112326768782;0.517045603610353
7156;88.7999999983934;8.31350708007812;Morus;alba;7.75;9;Feuillu;2;2115.16846846847;1089.75570264082;1.76261261261261;0.701316923015264
11893;30.6400000001909;8.3447265625;Morus;alba;7.9;9;Feuillu;2;1877.21671018277;888.307565895267;1.76631853785901;0.718254173536468
7503;150.479999999218;8.34899139404297;Morus;alba;7.47;9;Feuillu;2;1839.59494680851;842.532204085562;1.69335106382979;0.720046130428936
17338;33.9599999994366;8.35295104980469;Morus;alba;8.75;9;Feuillu;2;1631.21319199058;779.865731257284;1.5547703180212;0.739037017241212
16659;122.520000001388;8.36374759674072;Morus;alba;8.46;9;Feuillu;2;1870.97061704212;887.738682890821;1.58570029382958;0.656779525196627
10241;15.4399999997485;8.39581298828125;Morus;alba;10.14;9;Feuillu;2;1534.23316062176;638.696504944932;1.71502590673575;0.885479949101886
16658;123.279999998985;8.46798896789551;Morus;alba;8.6;9;Feuillu;2;1762.9299156392;802.455806975395;1.58273848150552;0.651808666985137
5343;88.4399999997719;8.55281066894531;Morus;alba;9.08;9;Feuillu;2;1250.14789687924;721.056326808418;2.41881501582994;0.922647679530719
15139;129.479999999101;8.55360221862793;Morus;alba;6.62;9;Feuillu;2;2036.03583565029;805.025450823133;1.53320976212542;0.701223598604535
10227;76.4400000001677;8.55367279052734;Morus;alba;9.53;9;Feuillu;2;1649.39822082679;840.606141710179;1.72684458398744;0.707814227062548
17345;55.1599999995064;8.66450500488281;Morus;alba;6.95;9;Feuillu;2;1160.65409717186;626.556403495867;2.33430021754895;0.944004246385349
21979;54.5200000007357;8.76003932952881;Morus;alba;8.3;9;Feuillu;2;1659.5788701394;841.782255001847;1.78209831254585;0.804555627054941
7171;41.6000000002095;8.78934478759766;Morus;alba;8.11;9;Feuillu;2;2126.58687258687;868.436461257125;1.54633204633205;0.658165273172985
12069;49.0799999991246;8.80321502685547;Morus;alba;10.78;9;Feuillu;2;1116.93235533822;537.089894255519;2.07905460472698;0.898849986686769
7158;124.679999999916;8.85343170166016;Morus;alba;8.79;9;Feuillu;2;1958.91979467437;891.800960677014;1.77317933910812;0.777580832759929
19341;70.8400000004004;9.08515167236328;Morus;alba;10.2;9;Feuillu;2;1566.48616600791;790.340094479152;2.01468097120271;0.816133996713884
16232;28.5200000011316;9.1378173828125;Morus;alba;10.55;9;Feuillu;2;1550.49228611501;689.363539834171;1.73071528751753;0.743647557870865
10138;85.3999999981374;9.14533615112305;Morus;alba;8.6;9;Feuillu;2;1933.67166276347;824.945536726323;1.64309133489461;0.737752647056405
5347;53.2400000002375;9.22183227539062;Morus;alba;9.54;9;Feuillu;2;1592.01202103681;855.096143033022;1.9030803906837;0.874764053364964
16911;41.7599999999022;9.24839210510254;Morus;alba;11.0;9;Feuillu;2;1564.41570881226;769.82144617239;1.61781609195402;0.76470803075952
3022;98.6400000003305;9.30532455444336;Morus;alba;9.76;9;Feuillu;2;1777.44525547445;750.661060142262;1.64233576642336;0.741138551683917
